date,Return_1d,LogRet_1d,Vol_7,Vol_21,SMA_7,SMA_21,RSI_14,MACD,MACD_Signal,Nw_SP500_active_k,Nw_SP500_active_rl,Nw_SP500_burst_day,Nw_SP500_count_items,Nw_SP500_ewma3_s,Nw_SP500_ewma7_s,Nw_SP500_mean_p_neg,Nw_SP500_mean_p_neu,Nw_SP500_mean_p_pos,Nw_SP500_mean_s,Nw_SP500_median_s,Nw_SP500_p_neg_share,Nw_SP500_p_neu_share,Nw_SP500_p_pos_share,Nw_SP500_q10_s,Nw_SP500_q90_s,Nw_SP500_std_s,Nw_SP500_unique_authors,Nw_SP500_z_mean_s,Nw_SP500_zero_day,Rd_active_k,Rd_active_rl,Rd_burst_day,Rd_count_items,Rd_ewma3_s,Rd_ewma7_s,Rd_mean_p_neg,Rd_mean_p_neu,Rd_mean_p_pos,Rd_mean_s,Rd_median_s,Rd_p_neg_share,Rd_p_neu_share,Rd_p_pos_share,Rd_q10_s,Rd_q90_s,Rd_std_s,Rd_unique_authors,Rd_z_mean_s,Rd_zero_day,Tw_active_k,Tw_active_rl,Tw_burst_day,Tw_count_items,Tw_ewma3_s,Tw_ewma7_s,Tw_mean_p_neg,Tw_mean_p_neu,Tw_mean_p_pos,Tw_mean_s,Tw_median_s,Tw_p_neg_share,Tw_p_neu_share,Tw_p_pos_share,Tw_q10_s,Tw_q90_s,Tw_std_s,Tw_unique_authors,Tw_z_mean_s,Tw_zero_day
2022-06-23,0.0215736833193203,0.0213442651453084,0.0238002757208071,0.0252868949230362,134.18571254185267,141.05714416503906,45.446655521285386,-4.310890312774291,-4.403598653813563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.22436426108353,0.1283612611087495,0.010117320343852,0.8358160853385925,0.1540665477514267,0.1439492274075746,0.1439492274075746,0.0,1.0,0.0,0.1439492274075746,0.1439492274075746,0.0,0.0,0.4608985758018058,0.0
2022-06-24,0.0245172436891549,0.0242215198769439,0.0246965796885787,0.0255451232218632,135.45714242117745,141.11904907226562,49.70420910784056,-3.644626828177195,-4.251804288686289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0999379331570002,0.0901488471391797,0.135806944531699,0.7528745333353678,0.1113185497621694,-0.0244883947695295,0.0248778983950614,0.0,1.0,0.0,-0.2081310674548149,0.1394077606499194,0.2213791434271084,0.0,-0.2460941691665159,0.0
2022-06-27,0.0,0.0,0.0244115782901645,0.025544771409263,136.3471439906529,141.17333475748697,49.70420910784056,-3.081091313713074,-4.017661693691647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0203564295707212,0.0528053668504953,0.2289939356967806,0.6012372016906739,0.1697688616812228,-0.0592250740155577,-0.0391980670392513,0.2,0.4,0.2,-0.4743731796741485,0.4025549298152328,0.4642929435184716,0.0,-0.3912438835368554,0.0
2022-06-28,-0.0297896450064251,-0.0302423701774987,0.0212407929305657,0.025831745847682,137.40143040248327,140.8714301699684,44.67098160448558,-2.941101007294833,-3.802349556412284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,-0.159125648834404,-0.0450479066720107,0.437035974736015,0.4645357678333918,0.0984282474964856,-0.3386077272395293,-0.3985351845622062,0.3333333333333333,0.3333333333333333,0.0,-0.7181709975004196,0.0649265259504318,0.4921798719670349,0.0,-1.565922961864474,0.0
2022-06-29,0.0130238158784661,0.0129397352354621,0.0212894260440866,0.0242553460750017,138.4971444266183,140.37571570986793,47.11717909158707,-2.6551136844859684,-3.572902382027021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,-0.0358595786420487,-0.0119343071164314,0.0144300550843278,0.8837334116299947,0.1018365466346342,0.0874064915503064,0.0911625330336391,0.0,1.0,0.0,0.0323715601116418,0.1386853815056383,0.0485274719695652,0.0,0.2347390396669628,0.0
2022-06-30,-0.0180276850093982,-0.0181921634990152,0.0202665522965402,0.0244670169734994,138.61857386997767,139.79857308523995,44.16831069050161,-2.6010193189048607,-3.378525769402589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,0.0101842597091773,0.0051062941777772,0.2215328679553099,0.5007061351622853,0.2777609660157135,0.0562280980604035,0.1264111567288637,0.2857142857142857,0.4285714285714285,0.2857142857142857,-0.6419153563678265,0.7255376134067775,0.5871410363738769,0.0,0.1030196764611286,0.0
2022-07-01,0.0161643609958033,0.0160351087061734,0.0208766844934363,0.0248517850036111,139.1300005231585,139.33285813104538,47.29599040816776,-2.352700832999972,-3.173360782122066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0199844527972032,0.0112758821046402,0.3170375823974609,0.3361401843527953,0.34682222828269,0.0297846458852291,-0.2986333221197128,0.0,0.0,0.3333333333333333,-0.4325736224651336,0.6235101014375687,0.7187230664444141,0.0,-0.0087075626175917,0.0
2022-07-05,0.0189304327464416,0.0187534817888224,0.0205324808979497,0.024939187100783,139.5999995640346,138.87333388555618,50.8263928605497,-1.921536947887148,-2.9229960152750825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,0.0296334538866084,0.0182775253224836,0.2704461134438004,0.4198253215955836,0.309728568419814,0.0392824549760137,0.1264111567288637,0.1428571428571428,0.4285714285714285,0.2857142857142857,-0.4751824818551539,0.4511491663753986,0.4900031205872551,0.0,0.0314530952409506,0.0
2022-07-06,0.0096072381591321,0.0095613821126425,0.018717319596977,0.0236410116554221,139.77999877929688,138.75619070870536,52.59476669286111,-1.4533425510568918,-2.6290653224314444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0525186018564863,0.0325590814484537,0.1644549268530681,0.5956864161416888,0.2398586766794323,0.0754037498263641,0.1453907904215156,0.125,0.625,0.25,-0.3021272148936986,0.4853436917066573,0.3955664703061666,0.0,0.184426638852034,0.0
2022-07-07,0.0239994960713314,0.0237160344993547,0.0205106712897668,0.0242146481346287,140.4499991280692,138.76619102841332,56.81304563637771,-0.7963424043317957,-2.262520738811515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,0.1683704909020942,0.0954749060732658,0.0978860054165124,0.5200056259830793,0.3821083853642146,0.2842223799477021,0.237049504648894,0.1666666666666666,0.5,0.3333333333333333,-0.0218394915573298,0.6374571267515421,0.3362065999404154,0.0,1.0710347192144811,0.0
