date,Return_1d,LogRet_1d,Vol_7,Vol_21,SMA_7,SMA_21,RSI_14,MACD,MACD_Signal,Nw_SP500_active_k,Nw_SP500_active_rl,Nw_SP500_burst_day,Nw_SP500_count_items,Nw_SP500_ewma3_s,Nw_SP500_ewma7_s,Nw_SP500_mean_p_neg,Nw_SP500_mean_p_neu,Nw_SP500_mean_p_pos,Nw_SP500_mean_s,Nw_SP500_median_s,Nw_SP500_p_neg_share,Nw_SP500_p_neu_share,Nw_SP500_p_pos_share,Nw_SP500_q10_s,Nw_SP500_q90_s,Nw_SP500_std_s,Nw_SP500_unique_authors,Nw_SP500_z_mean_s,Nw_SP500_zero_day,Rd_active_k,Rd_active_rl,Rd_burst_day,Rd_count_items,Rd_ewma3_s,Rd_ewma7_s,Rd_mean_p_neg,Rd_mean_p_neu,Rd_mean_p_pos,Rd_mean_s,Rd_median_s,Rd_p_neg_share,Rd_p_neu_share,Rd_p_pos_share,Rd_q10_s,Rd_q90_s,Rd_std_s,Rd_unique_authors,Rd_z_mean_s,Rd_zero_day,Tw_active_k,Tw_active_rl,Tw_burst_day,Tw_count_items,Tw_ewma3_s,Tw_ewma7_s,Tw_mean_p_neg,Tw_mean_p_neu,Tw_mean_p_pos,Tw_mean_s,Tw_median_s,Tw_p_neg_share,Tw_p_neu_share,Tw_p_pos_share,Tw_q10_s,Tw_q90_s,Tw_std_s,Tw_unique_authors,Tw_z_mean_s,Tw_zero_day
2022-04-14,-0.0365523188084326,-0.0372370933892209,0.0331023638565445,0.0371808464584404,338.03619384765625,341.25174822126115,49.04800794690886,8.46692581845997,13.064956687328404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,109.0,-0.0354422020309229,-0.0054055763070095,0.1868211388793013,0.7127738190182579,0.1004050400432779,-0.0864160988360233,0.0026956126093864,0.146788990825688,0.7889908256880734,0.0458715596330275,-0.6321451753377914,0.1706798277795314,0.3450380326674326,0.0,-2.0281939890915583,0.0
2022-04-18,0.019583733431163,0.0193944395196314,0.0326658560185006,0.0366933218812043,336.0614318847656,343.3579392206101,51.391583611049214,7.427081695095694,11.937381688881862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,251.0,-0.0257560159391597,-0.0080716396921063,0.1535384369405557,0.709024091247484,0.1374374721718736,-0.0160698298473965,0.0185158886015415,0.1155378486055776,0.7808764940239044,0.0836653386454183,-0.5398928616195917,0.3134288173168897,0.362972821129349,0.0,-0.9103416126987004,0.0
2022-04-19,0.0237580934452494,0.0234802618391176,0.0340504399804236,0.0362070338090208,334.6752406529018,345.30651128859745,54.19784062411452,7.162204261305817,10.982346203366651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,74.0,0.0375752977731864,0.0191729231023034,0.1456366483927578,0.6074726634054772,0.2468906789640517,0.1009066114855326,0.0242406195029616,0.0945945945945946,0.6891891891891891,0.2162162162162162,-0.4049140624701976,0.9177941739559172,0.496938345184989,0.0,0.8937336239786026,0.0
2022-04-20,-0.0495550367137009,-0.0508250216377197,0.0373896109673118,0.0381495539349093,332.37571934291293,346.19603474934894,47.845738378413486,5.518262498903937,9.88952946247411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,111.0,-0.0002713045377854,0.0048502156145382,0.1496256862154549,0.7389481611348487,0.1114261490838215,-0.0381179068487574,0.010137079283595,0.1081081081081081,0.8108108108108109,0.054054054054054,-0.411786288022995,0.2036043740808963,0.3281267691614581,0.0,-1.250602795584223,0.0
2022-04-21,0.0323168406624552,0.0318056360853482,0.0344518484344188,0.034990273724077,333.9400068010603,346.4309561593192,51.62986409232013,5.00712230379213,8.913048030737714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,344.0,0.0503130679168973,0.0288620218037986,0.1648384203056826,0.5694269898434191,0.2657345901771318,0.10089744037158,0.0495679238811134,0.1424418604651162,0.6017441860465116,0.2238372093023256,-0.6083950800821185,0.8944996867328882,0.4850359915271512,0.0,0.8949838557909277,0.0
2022-04-22,-0.0036975766723952,-0.0037044296070698,0.0344446780406403,0.0349873808857626,334.8019104003906,346.5252409435454,51.15772176435976,4.450410726658106,8.020520569921793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,93.0,0.0001003854136936,0.0091184420804714,0.1682952889992344,0.7136111961857926,0.1180935147899372,-0.05011229708951,0.0040166061371564,0.1397849462365591,0.7956989247311828,0.053763440860215,-0.7070541523396968,0.2057712636888026,0.3785672656500533,0.0,-1.4307420550330094,0.0
2022-04-25,-0.0069946453878937,-0.007019222592886,0.0313284520601071,0.0348603433380829,333.6423863002232,346.27286057245163,50.22549711391491,3.776592026578783,7.171734861253191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,225.0,-0.0310801718018731,-0.0087263506940063,0.1879324118834402,0.686424711652928,0.1256428747624158,-0.0622607290174398,-0.001497033983469,0.1333333333333333,0.7555555555555555,0.0711111111111111,-0.6109512731432913,0.2613984594121571,0.3756296975027406,0.0,-1.6014547011184783,0.0
2022-04-26,-0.1218412188194887,-0.1299278575282088,0.0570346741342514,0.04484453095756,328.47191074916293,344.1423848470052,37.49714029484823,-0.0277943440676722,5.731829020189019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,154.0,-0.0499248502030351,-0.023737145171554,0.1959719572204177,0.6770838567043667,0.1269441845058765,-0.0687695286041972,0.0057242512702941,0.1753246753246753,0.7337662337662337,0.0714285714285714,-0.7698413239791989,0.3252955271862448,0.4047355108616032,0.0,-1.6807601212266357,0.0
2022-04-27,0.0058076784704732,0.0057908789187459,0.0558192352805548,0.0406622391875116,322.625244140625,340.8038141159784,38.20310150393071,-2.872776471974362,4.010907921756343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,96.0,-0.0817983344975007,-0.0462208135766571,0.2391291490639559,0.635430714134903,0.1254401347153664,-0.1136718187919662,-0.0001947805285453,0.1770833333333333,0.71875,0.0625,-0.8487911997362971,0.1882234248332679,0.4102452905166725,0.0,-2.3380043401868864,0.0
2022-04-28,-0.004537702888526,-0.0045480295135575,0.0532409702921985,0.0404946881111893,315.45190865652904,337.27905128115697,37.84137446398635,-5.17537646471078,2.1736510444629182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,99.0,-0.0746296811252801,-0.0515308671207577,0.1887396932814759,0.6901108563473128,0.1211494538236898,-0.0674610277530596,0.0046586245298385,0.1616161616161616,0.7373737373737373,0.0909090909090909,-0.7202262438833713,0.284077137708664,0.3869165306127554,0.0,-1.5983382706801637,0.0
