date,ticker,Open,High,Low,Close,Volume,Return_1d,LogRet_1d,Vol_7,Vol_21,SMA_7,SMA_21,RSI_14,MACD,MACD_Signal,Nw_SP500_active_k,Nw_SP500_active_rl,Nw_SP500_burst_day,Nw_SP500_count_items,Nw_SP500_ewma3_s,Nw_SP500_ewma7_s,Nw_SP500_mean_p_neg,Nw_SP500_mean_p_neu,Nw_SP500_mean_p_pos,Nw_SP500_mean_s,Nw_SP500_median_s,Nw_SP500_p_neg_share,Nw_SP500_p_neu_share,Nw_SP500_p_pos_share,Nw_SP500_q10_s,Nw_SP500_q90_s,Nw_SP500_std_s,Nw_SP500_unique_authors,Nw_SP500_z_mean_s,Nw_SP500_zero_day,Rd_active_k,Rd_active_rl,Rd_burst_day,Rd_count_items,Rd_ewma3_s,Rd_ewma7_s,Rd_mean_p_neg,Rd_mean_p_neu,Rd_mean_p_pos,Rd_mean_s,Rd_median_s,Rd_p_neg_share,Rd_p_neu_share,Rd_p_pos_share,Rd_q10_s,Rd_q90_s,Rd_std_s,Rd_unique_authors,Rd_z_mean_s,Rd_zero_day,Tw_active_k,Tw_active_rl,Tw_burst_day,Tw_count_items,Tw_ewma3_s,Tw_ewma7_s,Tw_mean_p_neg,Tw_mean_p_neu,Tw_mean_p_pos,Tw_mean_s,Tw_median_s,Tw_p_neg_share,Tw_p_neu_share,Tw_p_pos_share,Tw_q10_s,Tw_q90_s,Tw_std_s,Tw_unique_authors,Tw_z_mean_s,Tw_zero_day,Target
2021-02-18,MSFT,241.8000030517578,243.92999267578125,240.8600006103516,243.7899932861328,16925600.0,-0.0016789666962865324,-0.0016803777404890141,0.004576685996761031,0.014123427847907752,243.96571568080358,237.9766656784784,69.16992054689331,5.861027342027086,6.0148785397735125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,240.97000122070312
2021-02-19,MSFT,243.75,243.8600006103516,240.17999267578125,240.97000122070312,25262600.0,-0.011567300312117057,-0.011634721958954763,0.0060221136041808745,0.012787437041719746,243.56571524483817,238.76857067289808,61.45160888248804,5.371162596609139,5.886135351140638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-0.0133794290013611,0.0191556608770042,0.1074902266263961,0.863469123840332,0.0290406178683042,-0.0784496087580919,-0.0784496087580919,0.0,1.0,0.0,-0.0784496087580919,-0.0784496087580919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,234.509994506836
2021-02-22,MSFT,237.4199981689453,237.92999267578125,232.3999938964844,234.509994506836,36446900.0,-0.02680834411396482,-0.027174242003858318,0.011450088803497816,0.014426222077330696,242.37857055664065,239.22285606747582,48.186754726137984,4.410827430328055,5.591073766978122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,233.2700042724609
2021-02-23,MSFT,230.3300018310547,234.8300018310547,228.72999572753903,233.2700042724609,30228700.0,-0.0052875794781486185,-0.005301608200358743,0.010212007041750267,0.014500449503726056,240.77571323939733,239.57142784481957,46.12845729986619,3.50924564397161,5.1747081423768195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,234.5500030517578
2021-02-24,MSFT,230.009994506836,235.1999969482422,229.0,234.5500030517578,26339700.0,0.005487198336061594,0.005472198509602677,0.010769010198005403,0.014167221265834647,239.28428431919642,239.81047566731772,48.570583073492514,2.864994908918618,4.712765495685179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,228.9900054931641
2021-02-25,MSFT,232.0800018310547,234.58999633789065,227.8800048828125,228.9900054931641,39542200.0,-0.023704956240681918,-0.0239904393184327,0.012653543464681028,0.014924865154177996,237.18285696847101,239.65142822265625,40.07276138770735,1.884057976109915,4.147023991770126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,232.3800048828125
2021-02-26,MSFT,231.52999877929688,235.3699951171875,229.5399932861328,232.3800048828125,37819200.0,0.01480413689823501,0.014695625299752102,0.01513572344070019,0.015288453295420234,235.49428667340962,239.62666684105284,46.24780721447628,1.3644741997090932,3.59051403335792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,236.94000244140625
2021-03-01,MSFT,235.8999938964844,237.47000122070312,233.1499938964844,236.94000244140625,25324000.0,0.01962302032351415,0.019432971063609195,0.018188657901196767,0.014825478289159156,234.5157165527344,239.53190540132067,53.2291764697206,1.3056038188873345,3.1335319904638035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,233.8699951171875
2021-03-02,MSFT,237.009994506836,237.3000030517578,233.4499969482422,233.8699951171875,22812500.0,-0.012956897495508102,-0.01304157028485431,0.018293627578459135,0.013582368591160337,233.5014299665179,239.62285723005022,48.648078308425525,0.9997007559823317,2.706765743567509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,227.5599975585937
2021-03-03,MSFT,232.16000366210932,233.5800018310547,227.259994506836,227.5599975585937,34029500.0,-0.026980791424021655,-0.027351455391839252,0.018330688251774762,0.012746780144952468,232.50857325962608,239.0471431187221,40.86357854110149,0.24527888429165046,2.2144683717123375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,226.72999572753903
